Date,Date2,Open,High,Low,Close
2012-06-29,41089,12604.6,12880.39,12604.53,12880.09
2012-07-02,41092,12879.71,12902.12,12795.48,12871.39
2012-07-03,41093,12868.06,12946.2,12845.28,12943.66
2012-07-05,41095,12941.85,12961.3,12852.24,12896.67
2012-07-06,41096,12889.4,12889.4,12702.99,12772.47
2012-07-09,41099,12772.02,12772.02,12686.57,12736.29
2012-07-10,41100,12733.87,12830.29,12606.91,12653.12
2012-07-11,41101,12653.04,12661.97,12534.33,12604.53
2012-07-12,41102,12602.71,12630.64,12492.25,12573.27
2012-07-13,41103,12573.73,12784.73,12573.04,12777.09
2012-07-16,41106,12776.33,12779.58,12690.05,12727.21
2012-07-17,41107,12728.73,12829.23,12645.1,12805.54
2012-07-18,41108,12796.98,12921.94,12754.61,12908.7
2012-07-19,41109,12909.61,12977.57,12889.93,12943.36
2012-07-20,41110,12942.68,12942.83,12810.35,12822.57
2012-07-23,41113,12820.45,12820.45,12583.41,12721.46
2012-07-24,41114,12720.93,12730.09,12521.84,12617.32
2012-07-25,41115,12617.77,12732.77,12617.62,12676.05
2012-07-26,41116,12680.59,12931.22,12680.59,12887.93
2012-07-27,41117,12888.91,13117.74,12888.53,13075.66
2012-07-30,41120,13075.35,13128.64,13042.85,13073.01
2012-07-31,41121,13071.72,13082.66,13006.48,13008.68
2012-08-01,41122,13007.47,13074.83,12951.16,12976.13
2012-08-02,41123,12969.7,12969.85,12778.9,12878.88
2012-08-03,41124,12884.82,13133.18,12884.82,13096.17
2012-08-06,41127,13099.88,13187.28,13099.72,13117.51
2012-08-07,41128,13118.65,13215.97,13118.42,13168.6
2012-08-08,41129,13158.1,13202.65,13115.24,13175.64
2012-08-09,41130,13174.73,13200.23,13125.09,13165.19
2012-08-10,41131,13163.15,13208.22,13094.96,13207.95
2012-08-13,41134,13204.93,13205.01,13112.94,13169.43
2012-08-14,41135,13168.11,13223.01,13142.1,13172.14
2012-08-15,41136,13157.47,13192.89,13138.23,13164.78
2012-08-16,41137,13163.24,13269.35,13145.85,13250.11
2012-08-17,41138,13251.2,13281.32,13244.85,13275.2
2012-08-20,41141,13274.58,13276.15,13230.06,13271.64
2012-08-21,41142,13272.1,13330.76,13186.6,13203.58
2012-08-22,41143,13198.31,13205.06,13120.34,13172.76
2012-08-23,41144,13171.37,13171.37,13046.46,13057.46
2012-08-24,41145,13052.82,13175.51,13027.2,13157.97
2012-08-27,41148,13157.74,13176.17,13115.46,13124.67
2012-08-28,41149,13122.74,13147.32,13081.12,13102.99
2012-08-29,41150,13103.46,13144.81,13081.27,13107.48
2012-08-30,41151,13101.29,13101.37,12978.91,13000.71
2012-08-31,41152,13002.72,13151.87,13002.64,13090.84
2012-09-04,41156,13092.15,13092.39,12977.09,13035.94
2012-09-05,41157,13036.09,13095.91,13018.74,13047.48
2012-09-06,41158,13045.23,13294.13,13045.08,13292
2012-09-07,41159,13289.53,13320.27,13266.22,13306.64
2012-09-10,41162,13308.56,13324.1,13251.39,13254.29
2012-09-11,41163,13254.6,13354.34,13253.21,13323.36
2012-09-12,41164,13321.62,13373.62,13317.52,13333.35
2012-09-13,41165,13329.71,13573.33,13325.11,13539.86
2012-09-14,41166,13540.4,13653.24,13533.94,13593.37
2012-09-17,41169,13588.57,13593.15,13526.67,13553.1
2012-09-18,41170,13552.33,13582.12,13517.81,13564.64
2012-09-19,41171,13565.41,13626.48,13556.74,13577.96
2012-09-20,41172,13575.17,13599.02,13503,13596.93
2012-09-21,41173,13597.24,13647.1,13571.53,13579.47
2012-09-24,41176,13577.85,13601.9,13521.68,13558.92
2012-09-25,41177,13559.92,13620.21,13457.25,13457.55
2012-09-26,41178,13458.63,13480.37,13406.91,13413.51
2012-09-27,41179,13413.47,13522.83,13413.47,13485.97
2012-09-28,41180,13485.89,13487.66,13367.27,13437.13
2012-10-01,41183,13437.66,13598.25,13437.66,13515.11
2012-10-02,41184,13515.3,13567.06,13424.92,13482.36
2012-10-03,41185,13479.21,13536.27,13439.12,13494.61
2012-10-04,41186,13495.18,13594.33,13495.18,13575.36
2012-10-05,41187,13569.18,13661.87,13568.75,13610.15
2012-10-08,41190,13589.26,13610.38,13552.09,13583.65
2012-10-09,41191,13582.88,13592.33,13473.31,13473.53
2012-10-10,41192,13473.53,13478.83,13327.62,13344.97
2012-10-11,41193,13346.28,13428.49,13326.12,13326.39
2012-10-12,41194,13325.62,13401.32,13296.43,13328.85
2012-10-15,41197,13329.54,13437.66,13325.93,13424.23
2012-10-16,41198,13423.84,13556.37,13423.76,13551.78
2012-10-17,41199,13539.63,13561.65,13468.9,13557
2012-10-18,41200,13553.24,13588.73,13510.93,13548.94
2012-10-19,41201,13545.33,13545.49,13312.22,13343.51
2012-10-22,41204,13344.28,13368.55,13235.15,13345.89
2012-10-23,41205,13344.9,13344.9,13083.28,13102.53
2012-10-24,41206,13103.53,13155.21,13063.63,13077.34
2012-10-25,41207,13079.64,13214.11,13017.37,13103.68
2012-10-26,41208,13104.22,13151.72,13040.17,13107.21
2012-10-31,41213,13107.44,13189.08,13052.07,13096.46
2012-11-01,41214,13099.19,13273.71,13099.11,13232.62
2012-11-02,41215,13232.62,13289.45,13076.57,13093.16
2012-11-05,41218,13092.28,13140.58,13038.71,13112.44
2012-11-06,41219,13112.9,13290.75,13112.9,13245.68
2012-11-07,41220,13228.24,13228.32,12876.6,12932.73
2012-11-08,41221,12932.81,12980.23,12811.24,12811.32
2012-11-09,41222,12811.17,12890.19,12743.39,12815.39
2012-11-12,41225,12815.93,12861.28,12783,12815.08
2012-11-13,41226,12808.71,12898.25,12748.51,12756.18
2012-11-14,41227,12746.54,12797.73,12542.68,12570.95
2012-11-15,41228,12571.1,12600.59,12496.56,12542.38
2012-11-16,41229,12542.31,12604.17,12471.49,12588.31
2012-11-19,41232,12590.23,12796.19,12590.23,12795.96
2012-11-20,41233,12790.89,12808.56,12701.07,12788.51
2012-11-21,41234,12788.36,12845.99,12786.13,12836.89
2012-11-23,41236,12833.13,13011.45,12832.98,13009.53
2012-11-26,41239,13008.45,13008.45,12900.17,12967.37
2012-11-27,41240,12963.38,12980.19,12868.26,12878.13
2012-11-28,41241,12875.56,12989.1,12765.32,12985.11
2012-11-29,41242,12977.35,13062.56,12961.92,13021.82
2012-11-30,41243,13022.05,13053.74,12988.68,13025.58
2012-12-03,41246,13027.73,13087.32,12959.42,12965.6
2012-12-04,41247,12966.45,13022.51,12940.07,12951.78
2012-12-05,41248,12948.96,13089.11,12923.44,13034.49
2012-12-06,41249,13026.19,13076.88,13007.84,13074.04
2012-12-07,41250,13072.87,13157.28,13072.87,13155.13
2012-12-10,41253,13154.89,13195.35,13139.08,13169.88
2012-12-11,41254,13170.34,13306.57,13170.34,13248.44
2012-12-12,41255,13250.05,13329.44,13227.44,13245.45
2012-12-13,41256,13241.38,13264.41,13147.19,13170.72
2012-12-14,41257,13170.8,13190.41,13118.46,13135.01
2012-12-17,41260,13135.17,13244.33,13134.63,13235.39
2012-12-18,41261,13236.61,13365.86,13232.58,13350.96
2012-12-19,41262,13351.04,13357.7,13251.74,13251.97
2012-12-20,41263,13246.67,13314.64,13216.03,13311.72
2012-12-21,41264,13309.95,13309.95,13122.53,13190.84
2012-12-24,41267,13190.15,13190.38,13128.55,13138.93
2012-12-26,41269,13138.85,13174.88,13076.87,13114.59
2012-12-27,41270,13114.97,13141.74,12964.08,13096.31
2012-12-28,41271,13095.08,13095.46,12926.86,12938.11
2012-12-31,41274,12938.19,13109.13,12883.89,13104.14
2013-01-02,41276,13104.3,13412.71,13104.3,13412.55
2013-01-03,41277,13413.01,13430.6,13358.3,13391.36
2013-01-04,41278,13391.05,13447.11,13376.23,13435.21
2013-01-07,41281,13436.13,13436.13,13343.32,13384.29
2013-01-08,41282,13377.42,13377.42,13293.13,13328.85
2013-01-09,41283,13329.92,13416.55,13329.08,13390.51
2013-01-10,41284,13391.82,13478.2,13382.29,13471.22
2013-01-11,41285,13471.45,13496.68,13439.97,13488.43
2013-01-14,41288,13488.43,13520.18,13459.84,13507.32
2013-01-15,41289,13507.32,13546.37,13445.8,13534.89
2013-01-16,41290,13534.89,13534.89,13468.96,13511.23
2013-01-17,41291,13511.23,13633.89,13510.24,13596.02
2013-01-18,41292,13596.02,13649.93,13571.86,13649.7
2013-01-22,41296,13649.7,13712.21,13622.96,13712.21
2013-01-23,41297,13712.21,13794.29,13710.13,13779.33
2013-01-24,41298,13779.33,13879.66,13779.33,13825.33
2013-01-25,41299,13825.33,13895.98,13825.33,13895.98
2013-01-28,41302,13895.98,13915.72,13862.57,13881.93
2013-01-29,41303,13881.93,13969.99,13880.01,13954.42
2013-01-30,41304,13954.42,13966.13,13896.95,13910.42
2013-01-31,41305,13910.42,13941.06,13860.58,13860.58
2013-02-01,41306,13860.58,14019.78,13860.58,14009.79
2013-02-04,41309,14009.79,14009.79,13866.83,13880.08
2013-02-05,41310,13880.08,14013.6,13880.08,13979.3
2013-02-06,41311,13979.3,13991.61,13913.18,13986.52
2013-02-07,41312,13986.52,13988.06,13852.2,13944.05
2013-02-08,41313,13944.05,14022.62,13944.05,13992.97
2013-02-11,41316,13992.97,13992.97,13940.41,13971.24
2013-02-12,41317,13971.24,14038.97,13968.94,14018.7
2013-02-13,41318,14018.7,14029.35,13945.78,13982.91
2013-02-14,41319,13982.91,13990.36,13921.94,13973.39
2013-02-15,41320,13973.39,14001.93,13906.73,13981.76
2013-02-19,41324,13981.76,14044.82,13977.9,14035.67
2013-02-20,41325,14035.67,14058.27,13919.28,13927.54
2013-02-21,41326,13927.54,13927.54,13834.4,13880.62
2013-02-22,41327,13880.62,14001.19,13880.62,14000.57
2013-02-25,41330,14000.57,14081.58,13784.01,13784.17
2013-02-26,41331,13784.17,13918.44,13784.17,13900.13
2013-02-27,41332,13900.13,14104.86,13880.19,14075.37
2013-02-28,41333,14075.37,14149.15,14050.18,14054.49
2013-03-01,41334,14054.49,14107.09,13937.6,14089.66
2013-03-04,41337,14089.66,14128.21,14030.37,14127.82
2013-03-05,41338,14127.82,14286.37,14127.82,14253.77
2013-03-06,41339,14253.77,14320.65,14253,14296.24
2013-03-07,41340,14296.24,14354.69,14296.24,14329.49
2013-03-08,41341,14329.49,14413.17,14329.49,14397.07
2013-03-11,41344,14397.07,14448.06,14373.32,14447.29
2013-03-12,41345,14447.29,14478.8,14412.06,14450.06
2013-03-13,41346,14450.06,14472.8,14411.66,14455.28
2013-03-14,41347,14455.28,14539.29,14455.28,14539.14
2013-03-15,41348,14539.14,14539.14,14470.5,14514.11
2013-03-18,41351,14514.11,14521.59,14404.21,14452.06
2013-03-19,41352,14452.06,14514.34,14382.09,14455.82
2013-03-20,41353,14455.82,14546.82,14455.82,14511.73
2013-03-21,41354,14511.73,14511.73,14383.02,14421.49
2013-03-22,41355,14421.49,14519.95,14421.49,14512.03
2013-03-25,41358,14512.03,14563.75,14395,14447.75
2013-03-26,41359,14447.75,14561.54,14447.75,14559.65
2013-03-27,41360,14559.65,14559.65,14439.55,14526.16
2013-03-28,41361,14526.16,14585.1,14520.86,14578.54
2013-04-01,41365,14578.54,14605.72,14531.48,14572.85
2013-04-02,41366,14572.85,14684.49,14572.85,14662.01
2013-04-03,41367,14662.01,14683.13,14525.36,14550.35
2013-04-04,41368,14550.35,14625.24,14538.72,14606.11
2013-04-05,41369,14606.11,14606.11,14434.43,14565.25
2013-04-08,41372,14565.25,14613.48,14497.8,14613.48
2013-04-09,41373,14613.48,14716.46,14598.5,14673.46
2013-04-10,41374,14673.46,14826.66,14673.46,14802.24
2013-04-11,41375,14802.24,14887.51,14785.36,14865.14
2013-04-12,41376,14865.14,14865.21,14790.57,14865.06
2013-04-15,41379,14865.06,14865.06,14598.58,14599.2
2013-04-16,41380,14599.2,14761.73,14599.2,14756.78
2013-04-17,41381,14756.78,14756.78,14560.81,14618.59
2013-04-18,41382,14618.59,14650.26,14495.29,14537.14
2013-04-19,41383,14537.14,14553.73,14444.03,14547.51
2013-04-22,41386,14547.51,14588.83,14457.6,14567.17
2013-04-23,41387,14567.17,14721.42,14554.29,14719.46
2013-04-24,41388,14719.46,14747.42,14666.54,14676.3
2013-04-25,41389,14676.3,14768.05,14665.45,14700.8
2013-04-26,41390,14700.8,14743.49,14684.82,14712.55
2013-04-29,41393,14712.55,14844.96,14712.55,14818.75
2013-04-30,41394,14818.75,14839.8,14734.47,14839.8
2013-05-01,41395,14839.8,14839.8,14687.05,14700.95
2013-05-02,41396,14700.95,14834.63,14700.95,14831.58
2013-05-03,41397,14831.58,15009.59,14831.58,14973.96
2013-05-06,41400,14973.96,14988.87,14941.09,14968.89
2013-05-07,41401,14968.89,15056.67,14968.89,15056.2
2013-05-08,41402,15056.2,15106.81,15021.87,15105.12
2013-05-09,41403,15105.12,15144.83,15046.87,15082.62
2013-05-10,41404,15082.62,15118.49,15038.18,15118.49
